character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
沃,fertile / irrigate,1669,,,wò,water + die young,⿰ (left-right),⿰氵夭,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">夭</span> <span style=""color:#666"">die young</span>",,RSH RTH RTK,RTH2::L18
沈,Shen / sink,3006,,,chén,water + Frankenbowser Rex,⿰ (left-right),⿰氵冘,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">冘</span> <span style=""color:#666"">Frankenbowser Rex</span>",,RSH RTH RTK,RTH2::Postscript
沉,profound,289,,,chēn / chén,water + superfluous,⿰ (left-right),⿰氵冗,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">冗</span> <span style=""color:#666"">superfluous</span>",,RSH RTH,RTH1::L14
沒,not have,598,,,méi / mò,water + bound up + right hand,⿰ (left-right),⿰氵⿱勹又,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand)</span>",SH: 没 | JP: 没,RTH,RTH1::L22
沖,wash away / open sea,132,,,chōng,water + middle,⿰ (left-right),⿰氵中,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">中</span> <span style=""color:#666"">middle</span>",SH: 冲,RTH RTK,RTH1::L08
沙,sand / grains of sand,136,,,shā,water + few,⿰ (left-right),⿰氵少,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",,RSH RTH RTK,RTH1::L08
沛,copious,1661,,,pèi,water + market,⿰ (left-right),⿰氵巿,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">市</span> <span style=""color:#666"">market</span>",,RSH RTH,RTH2::L18
沫,foam / splash,204,,,mò,last + water,⿰ (left-right),⿰氵末,"<span style=""color:#1a5276"">末</span> <span style=""color:#666"">last</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L10
河,river,144,,,hé,water + can,⿰ (left-right),⿰氵可,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span>",,RSH RTH RTK,RTH1::L08
沸,bring to a boil / seethe,2219,,,fèi,water + dollar sign,⿰ (left-right),⿰氵弗,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">弗</span> <span style=""color:#666"">dollar sign</span>",,RSH RTH RTK,RTH2::L32
油,oil,847,,,yóu,water + sprout,⿰ (left-right),⿰氵由,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">由</span> <span style=""color:#666"">wherefore</span> <span style=""color:#999"">(alias: sprout)</span>",,RSH RTH RTK,RTH1::L29
治,govern / reign,622,,,zhì,water + platform,⿰ (left-right),⿰氵台,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">台</span> <span style=""color:#666"">platform</span>",,RSH RTH RTK,RTH1::L22
沼,marsh,135,,,zhǎo,water + summon,⿰ (left-right),⿰氵召,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">召</span> <span style=""color:#666"">summon</span>",,RSH RTH RTK,RTH1::L08
沾,soak,1523,,,zhān,water + tell fortunes,⿰ (left-right),⿰氵占,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">占</span> <span style=""color:#666"">tell fortunes</span>",,RSH RTH,RTH2::L08
沿,along / run alongside,2764,,,yán / yàn,water + belch,⿰ (left-right),⿰氵⿱𠘧口,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">囧船－舟</span> <span style=""color:#666"">belch</span>",,RSH RTH RTK,RTH2::L49
況,situation / but of course,143,,,kuàng,water + teenager,⿰ (left-right),⿰氵兄,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">兄</span> <span style=""color:#666"">elder brother</span> <span style=""color:#999"">(alias: teenager)</span>",SH: 况,RTH RTK,RTH1::L08
泉,spring,129,,,quán,water + white + a drop of + small,⿱ (top-bottom),⿱白水,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span> <span style=""color:#999"">(alias: white bird, dove)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",,RSH RTH RTK,RTH1::L08 primitive
泊,moor / overnight,1521,,,pō / bó,water + dove,⿰ (left-right),⿰氵白,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span> <span style=""color:#999"">(alias: dove)</span>",,RSH RTH RTK,RTH2::L08
泌,secrete / ooze,1788,,,mì,water + certainly,⿰ (left-right),⿰氵必,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">必</span> <span style=""color:#666"">certainly</span>",,RSH RTH RTK,RTH2::L21
法,method,625,,,Fǎ / fǎ,water + go,⿰ (left-right),⿰氵去,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">去</span> <span style=""color:#666"">go</span>",,RSH RTH RTK,RTH1::L22
泛,nonspecific,2201,,,fàn,water + weary,⿰ (left-right),⿰氵乏,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">乏</span> <span style=""color:#666"">weary</span>",,RSH RTH,RTH2::L31
泡,bubbles,490,,,pāo / pào,water + wrap,⿰ (left-right),⿰氵包,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">包</span> <span style=""color:#666"">wrap</span>",,RSH RTH RTK,RTH1::L20
波,waves,657,,,Bō / bō,water + covering,⿰ (left-right),⿰氵皮,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">皮</span> <span style=""color:#666"">covering</span>",,RSH RTH RTK,RTH1::L24
泣,weep / cry,409,,,qì,standing up + water + vase,⿰ (left-right),⿰氵立,"<span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L18
泥,mud,823,,,ní / nì,water + nun,⿰ (left-right),⿰氵尼,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">尼</span> <span style=""color:#666"">nun</span>",,RSH RTH RTK,RTH1::L28
注,pour,260,,,zhù,candlestick,⿰ (left-right),⿰氵主,"<span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span> <span style=""color:#999"">(alias: candlestick)</span>",,RSH RTH RTK,RTH1::L12
泰,tranquil / peaceful,1172,,,tài,bonsai + snowflake,⿱ (top-bottom),⿱𡗗氺,"<span style=""color:#1a5276"">𡗗</span> <span style=""color:#666"">bonsai</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L39
泳,swim,133,,,yǒng,water + eternity,⿰ (left-right),⿰氵永,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">永</span> <span style=""color:#666"">eternity</span>",,RSH RTH RTK,RTH1::L08
洋,ocean,497,,,yáng,water + sheep,⿰ (left-right),⿰氵羊,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span>",,RSH RTH RTK,RTH1::L20
洗,wash,240,,,xǐ,water + before,⿰ (left-right),⿰氵先,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">先</span> <span style=""color:#666"">before</span>",,RSH RTH RTK,RTH1::L11
洛,L.A. / old Kyoto,286,,,Luò,each + water,⿰ (left-right),⿰氵各,"<span style=""color:#1a5276"">各</span> <span style=""color:#666"">each</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L13
洞,cave / den,177,,,dòng,monks + water,⿰ (left-right),⿰氵同,"<span style=""color:#1a5276"">同</span> <span style=""color:#666"">same</span> <span style=""color:#999"">(alias: monks)</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L09
津,Tianjin / haven,1613,,,jīn,water + brush,⿰ (left-right),⿰氵聿,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">聿</span> <span style=""color:#666"">brush</span>",,RSH RTH RTK,RTH2::L15
洩,discharge / dribble out,1631,,,xiè,water + sun + ㇂ + dropdrop,⿰ (left-right),⿰氵曳,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span>",SH: 泄,RTH RTK,RTH2::L16
洪,deluge,2694,,,hóng,water + together,⿰ (left-right),⿰氵共,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">共</span> <span style=""color:#666"">together</span>",,RSH RTH RTK,RTH2::L46
洲,continent,134,,,zhōu,state + water,⿰ (left-right),⿰氵州,"<span style=""color:#1a5276"">州</span> <span style=""color:#666"">state</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L08
洶,turbulent,2480,,,xiōng,water + bound up + cruel,⿰ (left-right),⿰氵匈,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">凶</span> <span style=""color:#666"">cruel</span>",SH: 汹,RTH,RTH2::L38
活,lively,141,,,huó,tongue + water,⿰ (left-right),⿰氵舌,"<span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L08
洽,in agreement,1576,,,qià,water + fit,⿰ (left-right),⿰氵合,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">合</span> <span style=""color:#666"">fit</span>",,RSH RTH,RTH2::L12
派,faction,610,,,pài,water + drag + bandana,⿰ (left-right),⿰氵𠂢,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">𠂆</span> <span style=""color:#666"">drag</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: bandana)</span>",,RSH RTH RTK,RTH1::L22
流,flow / current,632,,,liú,water + baby Moses,⿰ (left-right),⿰氵㐬,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">㐬</span> <span style=""color:#666"">baby Moses</span>",,RSH RTH RTK,RTH1::L22
浦,river mouth / bay,2729,,,pǔ,water + dog tag,⿰ (left-right),⿰氵甫,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",,RSH RTH RTK,RTH2::L48
浩,vast / abounding,238,,,hào,water + mouth + cow,⿰ (left-right),⿰氵告,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">牛</span> <span style=""color:#666"">cow</span>",,RSH RTH RTK,RTH1::L11
浪,breakers / wandering,1094,,,làng,water + halo,⿰ (left-right),⿰氵良,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">良</span> <span style=""color:#666"">high-quality</span> <span style=""color:#999"">(alias: halo)</span>",,RSH RTH RTK,RTH1::L37
浮,float / floating,2363,,,fú,water + fledglings,⿰ (left-right),⿰氵孚,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">孚</span> <span style=""color:#666"">fledglings</span>",,RSH RTH RTK,RTH2::L36
浴,bathe,646,,,yù,water + valley,⿰ (left-right),⿰氵谷,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",,RSH RTH RTK,RTH1::L23
海,sea,433,,,hǎi,every + water,⿰ (left-right),⿰氵每,"<span style=""color:#1a5276"">每</span> <span style=""color:#666"">every</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH1::L18
浸,immerse / immersed,2186,,,jìn,water + dunce,⿰ (left-right),⿰氵𠬶,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">囧浸－氵</span> <span style=""color:#666"">dunce</span>",,RSH RTH RTK,RTH2::L31
涂,smear / Tu,3015,,,tú,water + scale,⿰ (left-right),⿰氵余,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">余</span> <span style=""color:#666"">excess</span> <span style=""color:#999"">(alias: scale)</span>",JP: 塗,RSH RTH,RTH2::Postscript
消,extinguish,142,,,xiāo,water + sparks,⿰ (left-right),⿰氵肖,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">肖</span> <span style=""color:#666"">resemble</span> <span style=""color:#999"">(alias: sparks)</span>",,RSH RTH RTK,RTH1::L08
涉,ford,355,,,shè,water + footstep,⿰ (left-right),⿰氵步,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">步</span> <span style=""color:#666"">footstep</span>",JP: 渉,RSH RTH,RTH1::L17
涕,snot,2222,,,tì,younger brother + water,⿰ (left-right),⿰氵弟,"<span style=""color:#1a5276"">弟</span> <span style=""color:#666"">younger brother</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH,RTH2::L32
涯,bank / horizon,1528,,,yá,cliff + bricks + water,⿰ (left-right),⿰氵厓,"<span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">圭</span> <span style=""color:#666"">bricks</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTH2::L08
液,liquid / fluid,808,,,yè,water + night,⿰ (left-right),⿰氵夜,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">夜</span> <span style=""color:#666"">night</span>",,RSH RTH RTK,RTH1::L27
