character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
歳,year-end,,,512,,stop + march + small,⿱ (top-bottom),⿱止⿵戌小,"<span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint, trail of footprints)</span><br><span style=""color:#1a5276"">戌</span> <span style=""color:#666"">march</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",TH: 歲 | SH: 岁,RTK,RTK1v5::L20
歴,curriculum,,,376,,cliff + woods + stop,⿸ (top-left-wrap),⿸𠩵止,"<span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">林</span> <span style=""color:#666"">woods</span><br><span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint, trail of footprints)</span>",TH: 歷 | SH: 历,RTK,RTK1v5::L17
死,death,,,815,sǐ,bones + spoon,⿸ (top-left-wrap),⿸歹匕,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">匕</span> <span style=""color:#666"">ancient spoon</span> <span style=""color:#999"">(alias: spoon)</span>",,RSH RTH RTK,RTK1v5::L25
殆,almost,,,2871,,bones + platform,⿰ (left-right),⿰歹台,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">台</span> <span style=""color:#666"">platform</span>",,RTK,RTK3v2::CH03
殉,martyrdom,,,809,,bones + decameron,⿰ (left-right),⿰歹旬,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">旬</span> <span style=""color:#666"">decameron</span>",,RTK,RTK1v5::L25
殊,dissimilar / particularly,,,810,shū,bones + vermilion,⿰ (left-right),⿰歹朱,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">朱</span> <span style=""color:#666"">vermilion</span>",,RSH RTH RTK,RTK1v5::L25
残,incomplete / remainder,,,808,cán,bones + float,⿰ (left-right),⿰歹戋,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">戋</span> <span style=""color:#666"">float</span>",TH: 殘,RSH RTK,RTK1v5::L25
殖,breed / augment,,,811,zhí,bones + straight,⿰ (left-right),⿰歹直,"<span style=""color:#1a5276"">歹</span> <span style=""color:#666"">malicious</span> <span style=""color:#999"">(alias: bones)</span><br><span style=""color:#1a5276"">直</span> <span style=""color:#666"">straight</span>",,RSH RTH RTK,RTK1v5::L25
殴,hit / assault,,,1698,ōu,region + missile,⿰ (left-right),⿰区殳,"<span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",TH: 毆,RSH RTK,RTK1v5::L44
段,section / grade,,,1859,duàn,staples + missile,⿰ (left-right),⿰{6}殳,"<span style=""color:#1a5276"">囧印－卩</span> <span style=""color:#666"">staples</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",,RSH RTH RTK,RTK1v5::L50 primitive
殺,kill,,,1493,shā,kill + missile,⿰ (left-right),⿰杀殳,"<span style=""color:#1a5276"">杀</span> <span style=""color:#666"">kill</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",SH: 杀,RTH RTK,RTK1v5::L39
殻,husk,,,710,,shell + missile,⿰ (left-right),⿰壳殳,"<span style=""color:#1a5276"">壳</span> <span style=""color:#666"">shell</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",,RTK,RTK1v5::L23
殿,ceremonial hall / Mr.,,,1805,diàn,flag + together + missile,⿰ (left-right),⿰𡱒殳,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">共</span> <span style=""color:#666"">together</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",,RSH RTH RTK,RTK1v5::L47
毀,ruin / break,,,2067,huǐ,mortar + ground + missile,⿰ (left-right),⿰𱼭殳,"<span style=""color:#1a5276"">臼</span> <span style=""color:#666"">mortar</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",SH: 毁,RTH RTK,RTK3v2::CH01
毅,resolute / stalwart,,,2889,yì,standing up + sow + missile,⿰ (left-right),⿰豙殳,"<span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span><br><span style=""color:#1a5276"">豕</span> <span style=""color:#666"">sow</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",,RSH RTH RTK,RTK3v2::CH03
母,mother / mama,,,101,mǔ,woman,,母,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTK1v5::L06 primitive
毎,every,,,458,,lying (down) + 毋,⿱ (top-bottom),⿱𠂉毋,"<span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span>",TH: 每 | SH: 每,RTK,RTK1v5::L18
毒,poison,,,1531,dú,grow up + mother,⿱ (top-bottom),⿱龶母,"<span style=""color:#1a5276"">囧毒－母</span> <span style=""color:#666"">grow up</span><br><span style=""color:#1a5276"">母</span> <span style=""color:#666"">mother</span> <span style=""color:#999"">(alias: breasts)</span>",,RSH RTH RTK,RTK1v5::L40
比,compare,,,447,Bǐ / bǐ / bì,spoon,⿰ (left-right),⿰⿺乚一匕,"<span style=""color:#1a5276"">匕</span> <span style=""color:#666"">ancient spoon</span> <span style=""color:#999"">(alias: spoon)</span>",,RSH RTH RTK,RTK1v5::L18
毛,fur,,,1913,máo,hand,⿱ (top-bottom),⿱㇒⿻二乚,"<span style=""color:#1a5276"">手</span> <span style=""color:#666"">hand</span>",,RSH RTH RTK,RTK1v5::L52
毬,furball,,,2533,,fur + request,⿺ (bottom-left-wrap),⿺毛求,"<span style=""color:#1a5276"">毛</span> <span style=""color:#666"">fur</span><br><span style=""color:#1a5276"">求</span> <span style=""color:#666"">request</span>",,RTK,RTK3v2::CH02
氏,family name,,,1828,zhī,eyedropper + plow + one + fishhook,,氏,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">囧以－丶人</span> <span style=""color:#666"">plow</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span>",,RSH RTH RTK,RTK1v5::L49
民,people,,,1834,mín,family name + mouth,,民,"<span style=""color:#1a5276"">氏</span> <span style=""color:#666"">family name</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L49
気,spirit,,,1885,,air + sheaf,⿹ (top-right-wrap),⿹气㐅,"<span style=""color:#1a5276"">气</span> <span style=""color:#666"">air</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span>",TH: 氣 | SH: 气,RTK,RTK1v5::L51
水,water,,,130,shuǐ,walking stick + a drop of,⿰ (left-right),⿰㇇𰛅,"<span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTK1v5::L08 primitive
氷,icicle,,,131,,water + eyedropper,,⿽水丶,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",TH: 冰 | SH: 冰,RTK,RTK1v5::L08
永,eternity,,,132,yǒng,water + a drop of,,〾⿱丶水,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTK1v5::L08
氾,widespread,,,2301,,water + fingerprint,⿰ (left-right),⿰氵㔾,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">㔾</span> <span style=""color:#666"">fingerprint</span>",,RTK,RTK3v2::CH02
汀,water's edge,,,2312,,water + nail,⿰ (left-right),⿰氵丁,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: nail)</span>",,RTK,RTK3v2::CH02
汁,juice / soup,,,140,zhī,water + needle,⿰ (left-right),⿰氵十,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",,RSH RTH RTK,RTK1v5::L08
求,request,,,934,qiú,snowflake + a drop of + one,⿺ (bottom-left-wrap),⿺⿻一氺丶,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span>",,RSH RTH RTK,RTK1v5::L26
汎,pan-,,,2327,,water + ordinary,⿰ (left-right),⿰氵凡,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">凡</span> <span style=""color:#666"">ordinary</span>",,RTK,RTK3v2::CH02
汐,eventide,,,110,,water + evening,⿰ (left-right),⿰氵夕,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span>",,RTK,RTK1v5::L07
汗,sweat,,,1651,hán / hàn,water + dry,⿰ (left-right),⿰氵干,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">干</span> <span style=""color:#666"">dry</span> <span style=""color:#999"">(alias: clothesline)</span>",,RSH RTH RTK,RTK1v5::L43
汚,dirty,,,1245,,water + floor + floor + ㇉,⿰ (left-right),⿰氵亐,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",TH: 污 | SH: 污,RTK,RTK1v5::L33
汝,thou,,,2303,,water + woman,⿰ (left-right),⿰氵女,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RTK,RTK3v2::CH02
江,Yangtze / creek,,,139,jiāng,water + I-beam,⿰ (left-right),⿰氵工,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">工</span> <span style=""color:#666"">work</span> <span style=""color:#999"">(alias: I-beam)</span>",,RSH RTH RTK,RTK1v5::L08
池,pond,,,516,chí,water + scorpion + a drop of,⿰ (left-right),⿰氵也,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">也</span> <span style=""color:#666"">also</span> <span style=""color:#999"">(alias: scorpion)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTK1v5::L21
汰,get rid of / cleanse,,,2316,tài,water + overly,⿰ (left-right),⿰氵太,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">太</span> <span style=""color:#666"">overly</span>",,RSH RTH RTK,RTK3v2::CH02
汲,draw water,,,2322,,water + outstretched hands,⿰ (left-right),⿰氵及,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">及</span> <span style=""color:#666"">catch up with</span> <span style=""color:#999"">(alias: outstretched hands)</span>",,RTK,RTK3v2::CH02
決,decide,,,1641,jué,water + guillotine,⿰ (left-right),⿰氵夬,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">夬</span> <span style=""color:#666"">guillotine</span>",SH: 决,RTH RTK,RTK1v5::L42
汽,vapor,,,1886,qì,air + water,⿰ (left-right),⿰氵气,"<span style=""color:#1a5276"">气</span> <span style=""color:#666"">air</span><br><span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span>",,RSH RTH RTK,RTK1v5::L51
沃,fertile / irrigate,,,2079,wò,water + die young,⿰ (left-right),⿰氵夭,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">夭</span> <span style=""color:#666"">die young</span>",,RSH RTH RTK,RTK3v2::CH01
沈,Shen / sink,,,1888,chén,water + Frankenbowser Rex,⿰ (left-right),⿰氵冘,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">冘</span> <span style=""color:#666"">Frankenbowser Rex</span>",,RSH RTH RTK,RTK1v5::L51
沌,chaos,,,2326,,water + earthworm,⿰ (left-right),⿰氵屯,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">屯</span> <span style=""color:#666"">stockpile</span> <span style=""color:#999"">(alias: earthworm)</span>",,RTK,RTK3v2::CH02
沐,douse,,,2293,,water + tree,⿰ (left-right),⿰氵木,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",,RTK,RTK3v2::CH02
沖,wash away / open sea,,,138,chōng,water + middle,⿰ (left-right),⿰氵中,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">中</span> <span style=""color:#666"">middle</span>",SH: 冲,RTH RTK,RTK1v5::L08
沙,sand / grains of sand,,,2296,shā,water + few,⿰ (left-right),⿰氵少,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",,RSH RTH RTK,RTK3v2::CH02
没,not have / drown,,,707,méi / mò,water + missile,⿰ (left-right),⿰氵殳,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",TH: 沒,RSH RTK,RTK1v5::L23
